NR_076872.1	11
NR_076387.1	19
NR_076895.1	33
CP017171.1	34
KF270705.1	35
KF270694.1	38
X87291.1	41
CP022098.1	43
CP011509.1	48
CP012159.1	52
X87286.1	54
CP012670.1	56
CP022423.1	63
CP040656.1	69
X85745.1	139
CP019601.1	159
CP033322.1	192
CP046243.1	201
CP035809.1	238
CP033934.1	246
CP013210.1	247
CP031676.1	250
CP050961.1	253
CP033929.1	254
M62807.1	256
CP044131.1	285
CP031450.1	294
LR134299.1	303
CP052112.1	305
LT962688.1	408
NR_076215.1	414
LR134182.1	536
CP035712.1	542
CP052059.1	545
CP046722.1	549
CP026536.1	550
CP050240.1	552
LR133996.1	563
LR134333.1	571
CP027852.1	703
LR134515.1	715
LT906456.1	716
LR134486.1	718
LR134169.1	720
CP043810.1	725
LS483458.1	726
AP022867.1	727
CP051642.1	728
LR134481.1	729
CP042983.1	731
CP012067.1	732
AB303970.1	734
CP038817.1	735
CP054198.1	738
CP049756.1	747
LR134362.1	749
LT906448.1	754
LR134405.1	758
CP045671.1	774
CP033456.1	779
LS398548.1	784
AP019773.1	803
CP036542.1	817
CP012937.1	818
AP019724.1	820
NR_076384.1	821
CP051672.1	823
CP025931.1	837
CP033837.1	859
NR_076625.1	876
NR_121913.1	891
NR_076814.1	894
CP019913.2	897
NR_076646.1	899
NR_076449.1	916
CP020046.1	926
CP025749.1	944
NR_076400.1	945
CP037426.1	955
CP020946.1	959
CP034395.1	964
CP015172.1	979
NR_103089.1	985
CP031763.1	986
CP018912.1	996
NR_076807.1	1006
LR134404.1	1014
CP022386.1	1017
NR_076649.1	1018
CP022379.1	1019
AP014854.2	1079
CP035298.1	1270
CP008889.1	1274
LR131272.1	1275
CP033865.1	1280
CP020377.1	1296
LR134275.1	1343
CP016316.1	1396
CP045275.1	1404
CP030018.1	1488
CP032452.1	1490
CP031098.1	1491
CP045224.1	1496
CP009557.1	1502
CP014150.1	1505
CP011663.1	1509
CP038158.1	1519
CP014761.1	1575
CP029237.1	1646
CP050810.1	1661
CP031133.1	1679
CP024959.1	1680
LR134344.1	1681
LN824140.1	1682
CP014241.1	1683
NR_103009.1	1684
CP053940.1	1685
CP007287.1	1687
LR134349.1	1689
CP022544.1	1694
CP019705.1	1697
CP030797.1	1703
CP019963.1	1705
LR134387.1	1708
CP041694.1	1710
NR_076137.1	1711
CP046322.1	1725
NR_103005.1	1727
CP053853.1	1744
CP040634.1	1748
CP040007.1	1750
Y10819.1	1752
MH782888.1	1764
CP011269.1	1766
MH782916.1	1767
KY952789.1	1768
CP029543.1	1769
CP033909.1	1770
CP014475.1	1771
LN831039.1	1772
LR134345.1	1774
AP022569.1	1775
LR134353.1	1776
KF559351.1	1778
KF559349.1	1783
AP022568.1	1784
AP022564.1	1788
LT899394.1	1791
AP022604.1	1792
AP022603.1	1793
AP022608.1	1794
CP031414.1	1795
LT906483.1	1797
AP022561.1	1799
NR_076143.1	1804
CP041695.1	1823
LR134352.1	1824
CP032675.1	1829
CP038030.2	1830
CP050124.1	1833
NR_076662.1	1852
NR_077007.1	1859
NR_076134.1	1861
LT906453.1	1863
NR_076312.1	1866
X81575.1	1869
LT607413.1	1877
LT607411.1	1881
JQ806145.1	1884
CP029788.1	1885
CP040466.1	1886
CP042594.1	1887
CP048875.1	1888
CP012949.1	1889
CP050692.1	1890
JQ806128.1	1892
CP027306.1	1893
CP020567.1	1894
CP027858.1	1901
CP040244.1	1905
CP032266.1	1906
CP009438.1	1907
CP029361.1	1908
JQ806169.1	1909
JQ806118.1	1911
CP018627.1	1912
CP022744.1	1915
U39477.1	1916
LN997842.1	1926
CP023688.1	1927
AP018517.1	1928
NR_077023.1	1930
CP043959.1	1932
CP020570.1	1935
CP021744.1	1940
CP023692.1	1960
CP023699.1	1967
CP023689.1	1969
NR_076699.1	2001
NR_076300.1	2033
NR_076189.1	2039
CP011502.1	2041
CP054018.1	2047
NR_076738.1	2051
CP046320.1	2054
CP049836.1	2055
LR131273.1	2061
JF424169.1	2064
JF424168.1	2065
NR_076283.1	2066
AP018920.1	2074
KT020844.1	2096
CP054256.1	2102
CP014346.1	2103
CP021129.1	2109
LT578418.1	2110
LR214938.1	2124
CP038013.1	2143
CP022507.1	2149
CP022432.1	2151
CP036313.1	2291
NR_076582.1	2296
NR_076962.1	2358
CP019058.1	2702
LR134365.1	2718
EU840723.1	2754
HQ849544.1	2762
KU179794.1	2782
AP019296.1	2822
LC229078.1	2829
NC_037986.1	2856
NC_037729.1	2858
KF384641.1	2872
AY500368.1	2876
FP885846.2	2880
AJ277126.1	2885
KJ957769.1	2893
KY678904.1	3012
KY681419.1	3075
U02970.1	3111
NC_048526.1	3133
CP050229.1	3498
AB543557.1	3570
CP023743.1	3635
LT594794.1	3641
LN713261.1	3656
LR699774.1	3702
XM_022720645.1	3708
LR031575.1	3711
LR031874.1	3712
LR778314.1	3726
AP019303.1	3755
CP030990.1	3818
CP039331.1	3827
AC235479.1	3847
CP023116.1	3871
AC245493.2	3880
CP039349.1	3917
CP027627.1	4006
CP023767.1	4081
CP046686.1	4113
JQ887936.1	4577
AC226051.1	4641
JN376083.1	4758
AY534144.1	4770
MH271689.1	4779
MH286887.1	4787
KY851301.1	4790
CP012827.1	4944
AC277225.1	5016
CP051069.1	5059
CP051032.1	5067
CP023107.1	5127
CP047871.1	5482
LT598661.1	5516
LT222053.1	5518
KX580904.1	5755
KP054475.2	5757
GU828005.1	5778
LT608277.1	5821
LK023128.2	5823
LT608207.1	5826
LR131485.1	5833
XM_028673078.1	5849
LR701174.1	5851
LT969576.1	5854
LT594632.1	5858
LM993662.2	5861
XM_947578.1	5874
JN227086.1	5932
LT158504.1	6052
KU759841.1	6055
XM_012700902.1	6087
HE601628.1	6183
CP038191.1	6239
LL999049.1	6248
CP032372.1	6334
EF656365.1	6432
XM_033874687.1	6579
KR078012.1	6587
NC_048487.1	6596
KJ417484.1	6604
MK000268.1	6706
U55843.1	6707
KF452974.1	6807
MK000286.1	6829
AJ506827.1	6869
XM_029987256.1	6945
AF037180.1	6967
MK250978.2	6973
MK446607.1	7000
KX977407.1	7004
KJ936934.1	7084
KP881616.1	7119
XM_030166990.1	7130
XM_021845250.1	7159
AC167967.6	7176
KT851544.1	7178
L13400.1	7192
XM_026981221.1	7220
HM124686.1	7222
KJ919952.1	7227
BK006339.1	7230
BK006340.1	7244
EU494320.1	7250
HQ849828.1	7252
KT119344.1	7291
M93986.1	7293
KM669714.1	7368
GQ396696.1	7370
AP018434.1	7460
XM_012489207.2	7463
MH341408.1	7469
KJ564231.1	7936
KJ948424.1	7937
MK483645.1	7938
MT421867.1	7939
AJ244820.1	7940
CR933757.8	7955
KX505165.1	7957
FJ655267.1	7962
MF180235.1	7965
GQ411086.1	8001
XM_021561528.1	8022
LR633953.1	8049
AB570422.1	8090
AF420458.1	8094
KJ128841.1	8097
KU500883.1	8127
MH699843.1	8128
AF112635.1	8150
JN628855.1	8154
AP017444.1	8164
MH301080.1	8167
HQ731432.1	8168
MT539229.1	8182
KX117985.1	8204
FJ211845.1	8222
AB101290.1	8226
AP012946.1	8227
AP006829.1	8228
AP012949.1	8230
LN558776.1	8231
KP259549.1	8235
KM055376.1	8236
AP006034.1	8237
LC377898.1	8238
KM055373.1	8240
KY400011.1	8241
AY302574.2	8242
EU853292.1	8284
AY857751.1	8316
XM_007059046.2	8469
JQ874778.1	8479
AF338713.2	8787
AF338709.2	8795
AF090339.1	8797
AH007281.2	8801
AF338710.2	8805
MK778441.1	8811
KJ169568.1	8832
KC984270.1	8838
MH744426.1	8839
MN122908.1	8843
MK102803.1	8845
KM455570.1	8846
DQ674593.1	8851
DQ019124.1	8853
EU755254.1	8855
FJ379295.1	8868
KR867679.1	8869
NC_040986.1	8880
KT809406.1	8897
AF339358.1	8901
MN122906.1	8912
MN122893.1	8919
AF173575.1	8924
AB026818.1	8928
KJ722068.1	8932
MN122869.1	8934
MK060128.1	8939
NC_044672.1	8951
KF682364.1	8959
MK453378.1	8961
KF905228.1	8962
MN647518.1	8971
KY865420.1	8996
AF230131.1	9000
AF230141.1	9002
KF908854.1	9031
AP003325.1	9032
AP006746.1	9033
AP003324.1	9034
NC_040850.1	9040
KF444060.1	9049
EU417811.1	9050
NC_039843.1	9052
KT364526.1	9054
AB164626.1	9055
EU417812.1	9059
FJ752429.1	9061
AB164623.1	9066
FJ752427.1	9071
KY411590.1	9081
FJ752434.1	9088
MG735217.1	9089
KC984276.1	9091
FJ769845.1	9111
FJ769848.1	9117
MH041486.1	9118
KP313718.1	9121
DQ485864.1	9123
KC614035.1	9125
MK453379.1	9132
NC_037521.1	9135
MH211398.1	9160
KJ909189.1	9169
MN122910.1	9187
AF173599.1	9188
KR215630.1	9209
KT159835.1	9217
KT159230.1	9233
NC_045377.1	9234
KU356676.1	9238
KU361805.1	9240
AF173588.1	9248
DQ674595.1	9252
XM_034944209.1	9597
AC190142.3	9598
AC188306.2	9601
MT512617.1	9606
CP050568.1	9615
XM_025998814.1	9627
LR738414.1	9657
AP023162.1	9685
EF131533.1	9823
XR_003587282.1	9940
AC134449.3	10090
XR_002392490.1	10181
AJ748706.1	10195
MN072631.1	10266
AF037177.1	12921
EU197111.1	12930
KJ142234.1	12946
CU914152.1	12968
JQ699186.1	13013
EF042123.1	13040
KR476860.1	13095
MT471915.1	13106
AF324519.1	13249
AY531391.1	13262
AP012945.1	13323
LN558762.1	13353
EU811084.1	13477
AP006033.1	13537
AP012502.1	13543
DQ314850.1	13593
EU275726.1	13642
L13405.1	13647
GU946644.1	13662
CP035765.1	13689
L13404.1	13694
M94002.1	13738
DQ485832.1	13746
CP020325.1	27291
AB093130.1	27463
XM_028805952.1	27687
KR476936.1	27704
MT471956.1	27706
KX347589.1	27783
KM244739.1	27965
KJ995702.1	27967
KF649303.1	28023
CP047190.1	28025
LN624225.1	28026
AP022612.1	28047
NR_076458.1	28049
NR_076943.1	28112
CP027234.1	28113
CP046397.1	28116
LT906459.1	28118
CP027231.1	28119
NR_076875.1	28123
CP032681.1	28188
CP022378.1	28189
CP041386.1	28197
CP026655.1	28198
CP034309.1	28200
NR_077033.1	28223
NR_076389.1	28232
NR_103145.1	28251
CP034038.1	28264
HG975444.1	28526
DQ471421.1	28600
DQ471376.1	28608
AF177134.1	28614
KY427957.1	28623
AY573136.1	28631
KF312717.1	28680
MN122843.1	28681
NC_045517.1	28685
EF380279.1	28686
EF380280.1	28687
EF380281.1	28689
EF380284.1	28693
EF380285.1	28694
DQ674610.1	28696
EF380290.1	28699
DQ385296.1	28701
EF380292.1	28702
EF380293.1	28706
EF380294.1	28708
KT592378.1	28710
KM042914.1	28727
AY216531.1	28792
AP012108.1	28794
AY216553.1	28797
MT539235.1	28800
CP023702.1	28894
KX462297.1	28903
XM_017144573.1	29030
CP048841.1	29159
NR_103212.1	29303
AP022609.1	29314
CP021054.1	29429
CP019721.1	29466
CP018262.1	29518
NR_076348.1	29519
CP015455.1	29542
NR_076459.1	29543
HM135459.1	29560
CP053561.1	29729
CP032553.1	29730
AM477868.1	29760
CP012523.1	30019
EU494410.1	30034
EU494327.1	30044
KC177444.1	30064
KC249024.1	30076
KC249045.1	30077
XM_012318540.2	30195
AF090337.1	30385
KC466568.1	30387
MN122856.1	30390
JQ627251.1	30392
KJ193294.1	30399
KM042930.1	30403
GU187969.1	30407
AF230135.1	30410
FJ769842.1	30414
MH041485.1	30415
AF202793.1	30427
NC_037702.1	30457
MN122921.1	30461
U76037.1	30463
