qseqid	pident	min_pident	K	P	C	O	F	G	S
AY648140.1	97.531	0	Eukaryota	Arthropoda	Insecta	Hemiptera	Hermatobatidae	Hermatobates	Hermatobates weddi
JX971538.1	99.061	0	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Luciogobius	Luciogobius grandis
AY952484.2	100	0	Eukaryota	Chordata	Actinopteri	Scombriformes	Nomeidae	Psenes	Psenes cyanophrys
AY742549.1	100	0	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus dolomieu
AY742548.1	99.083	0	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Micropterus	Micropterus dolomieu
JN681070.1	97.619	0	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	Paludicellidae	Paludicella	Paludicella articulata
AF152023.1	97.561	0	Eukaryota	Mollusca	Bivalvia	Veneroida	Corbiculidae	Corbicula	Corbicula largillierti
KF256867.1	100	0	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus viridicostus
AB918948.1	100	0	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela kamakurensis
JX068847.1	98.624	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JX087351.1	98.624	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
JN116720.1	99.083	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
MK895951.1	98.165	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
LC098599.1	99.083	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus soldatovi
AB856931.1	100	0	Eukaryota	Arthropoda	Insecta	Psocoptera	Caeciliusidae	Valenzuela	Valenzuela flavidus
CP042180.1	100	0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
CP014963.1	99.728	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens
KM406309.1	98.148	0	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Padogobius	Padogobius martensii
AF177135.1	98.78	0	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia vittigera
AF177134.1	98.78	0	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Strauzia	Strauzia intermedia
AY793561.1	99.383	0	Eukaryota	Arthropoda	Insecta	Orthoptera	Rhaphidophoridae	Ceuthophilus	Ceuthophilus latens
KX890730.1	100	0	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Gomphus	Gomphus graslinii
EU477672.1	99.394	0	Eukaryota	Arthropoda	Insecta	Odonata	Gomphidae	Onychogomphus	Onychogomphus forcipatus
HM449119.1	97.59	0	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
MH300636.1	97.59	0	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
MH300622.1	97.59	0	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
U55843.1	100	0	Eukaryota	Arthropoda	Malacostraca	Decapoda	Nephropidae	Homarus	Homarus americanus
AY098830.1	100	0	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius parvicornis
EF414452.1	100	0	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414459.1	100	0	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414463.1	100	0	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
EF414454.1	100	0	Eukaryota	Mollusca	Bivalvia	Veneroida	Dreissenidae	Dreissena	Dreissena presbensis
DQ447688.1	97.685	0	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Telestes	Telestes muticellus
AY647203.1	100	0	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus plicatilis
JN035898.1	100	0	Eukaryota	Rotifera	Monogononta	Ploima	Brachionidae	Brachionus	Brachionus sp. Almenara
EU307877.1	99.545	0	Eukaryota	Chordata	Actinopteri	Siluriformes	Siluridae	Silurus	Silurus glanis
AY742528.1	97.273	0	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis macrochirus
AY742527.1	97.273	0	Eukaryota	Chordata	Actinopteri	Centrarchiformes	Centrarchidae	Lepomis	Lepomis macrochirus
FJ655267.1	100	0	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655266.1	100	0	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
FJ655265.1	100	0	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Rutilus	Rutilus rutilus
KF534726.1	97.209	0	Eukaryota	Chordata	Actinopteri	Cypriniformes	Leuciscidae	Squalius	Squalius lepidus
MG182051.1	100	0	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
NC_037990.1	100	0	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia sp. NIES-3581
EF434607.1	97.778	0	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia palea
CP031968.1	100	0	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium haemolyticum
CP016640.1	100	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium tokaiense
AP022871.1	98.645	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans flavus
AP022870.1	98.645	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans suffuscus
AY345202.1	99.543	0	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345193.1	99.543	0	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
AY345194.1	100	0	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Parablennius	Parablennius incognitus
